lig_id,ligand_name,SMILES,exp_id,ref,substrate_comb,metal,substrate_1,substrate_2,solvent,temperature,"substrate_1_amount (gas: bar, liqu: mmol, solid: g)",substrate_2_amount,base,base_equiv_to_cat,additive,additive_equiv,substrate_ratio,volume_ml,activity_kg_mol,yield,mn,time_hr,incorporatio_ratio,ton,,,,,,,,
364,n-n-61,[H]C(C=C1)=CC=C1C(C2=CC(C(C3=CC=C([H])C=C3)C4=CC=C([H])C=C4)=C5C(C(C6=CC=C(C)C=C6)=CC=C5)=C2/N=C(C)/C7=CC=CC=N7)C8=CC=C([H])C=C8,1747,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,40,,,,,,20,0.550,,5100,10,17.5,,,,,,,,,
365,n-n-62,CC(C=C1)=CC=C1C2=CC=CC3=C(C(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C(C(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C(/N=C(C)/C8=CC=CC=N8)=C32,1748,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,20,,,,,,20,2.15,,19400,10,10.4,,,,,,,,,
365,n-n-62,CC(C=C1)=CC=C1C2=CC=CC3=C(C(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C(C(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C(/N=C(C)/C8=CC=CC=N8)=C32,1749,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,40,,,,,,20,0.65,,5600,10,22.7,,,,,,,,,
366,n-n-63,CC(C=C1)=CC=C1C2=CC=CC3=C(C(C4=CC=C(C)C=C4)C5=CC=C(C)C=C5)C=C(C(C6=CC=C(C)C=C6)C7=CC=C(C)C=C7)C(/N=C(C)/C8=CC=CC=N8)=C32,1750,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,20,,,,,,20,3.75,,20700,10,10.9,,,,,,,,,
366,n-n-63,CC(C=C1)=CC=C1C2=CC=CC3=C(C(C4=CC=C(C)C=C4)C5=CC=C(C)C=C5)C=C(C(C6=CC=C(C)C=C6)C7=CC=C(C)C=C7)C(/N=C(C)/C8=CC=CC=N8)=C32,1751,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,40,,,,,,20,0.85,,4400,10,17.5,,,,,,,,,
367,n-n-64,FC(C=C1)=CC=C1C(C2=CC(C(C3=CC=C(F)C=C3)C4=CC=C(F)C=C4)=C5C(C(C6=CC=C(C)C=C6)=CC=C5)=C2/N=C(C)/C7=CC=CC=N7)C8=CC=C(F)C=C8,1752,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,20,,,,,,20,2.1,,12800,10,8.4,,,,,,,,,
367,n-n-64,FC(C=C1)=CC=C1C(C2=CC(C(C3=CC=C(F)C=C3)C4=CC=C(F)C=C4)=C5C(C(C6=CC=C(C)C=C6)=CC=C5)=C2/N=C(C)/C7=CC=CC=N7)C8=CC=C(F)C=C8,1753,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,40,,,,,,20,0.55,,3200,10,17.5,,,,,,,,,
368,n-n-65,C/C(C1=CC=CC=N1)=N\C2=C(C3C4=CC=CC=C4CCC5=C3C=CC=C5)C=C(C)C=C2C6C7=CC=CC=C7CCC8=C6C=CC=C8,1754,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,20,,,,,,20,9.25,,20100,10,6.7,,,,,,,,,
368,n-n-65,C/C(C1=CC=CC=N1)=N\C2=C(C3C4=CC=CC=C4CCC5=C3C=CC=C5)C=C(C)C=C2C6C7=CC=CC=C7CCC8=C6C=CC=C8,1755,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,40,,,,,,20,1.9,,10200,10,11.4,,,,,,,,,
369,n-n-66,C/C(C1=CC=CC=N1)=N\C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C5C6=CC=CC=C6CCC7=C5C=CC=C7)C=C2C8C9=CC=CC=C9CCC%10=C8C=CC=C%10,1756,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,20,,,,,,20,1.55,,23400,10,8.4,,,,,,,,,
369,n-n-66,C/C(C1=CC=CC=N1)=N\C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C5C6=CC=CC=C6CCC7=C5C=CC=C7)C=C2C8C9=CC=CC=C9CCC%10=C8C=CC=C%10,1757,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,40,,,,,,20,0.85,,13300,10,15.3,,,,,,,,,
309,n-n-27,CC(C1=CC=CC(C(C)C)=C1/N=C(C2=CC=CC3=CC=CC4=C23)/C4=N/C5=C(C(C)C)C=CC=C5C(C)C)C,1758,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,20,,,,,,20,2.75,,9700,10,1,,,,,,,,,
309,n-n-27,CC(C1=CC=CC(C(C)C)=C1/N=C(C2=CC=CC3=CC=CC4=C23)/C4=N/C5=C(C(C)C)C=CC=C5C(C)C)C,1759,"J. Catal. 2021, 393, 51-59",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,40,4.053,40,,,,,,20,1.75,,8000,10,2.1,,,,,,,,,
368,n-n-65,C/C(C1=CC=CC=N1)=N\C2=C(C3C4=CC=CC=C4CCC5=C3C=CC=C5)C=C(C)C=C2C6C7=CC=CC=C7CCC8=C6C=CC=C8,1760,"J. Catal. 2021, 393, 51-59",ethyleneacrylic acid,Pd,ethylene,acrylic acid,dcm,40,4.053,20,,,,,,20,11.1,,27.4,10,3.92,,,,,,,,,
368,n-n-65,C/C(C1=CC=CC=N1)=N\C2=C(C3C4=CC=CC=C4CCC5=C3C=CC=C5)C=C(C)C=C2C6C7=CC=CC=C7CCC8=C6C=CC=C8,1761,"J. Catal. 2021, 393, 51-59",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,dcm,40,4.053,20,,,,,,20,2.8,,19.3,10,7.48,,,,,,,,,
368,n-n-65,C/C(C1=CC=CC=N1)=N\C2=C(C3C4=CC=CC=C4CCC5=C3C=CC=C5)C=C(C)C=C2C6C7=CC=CC=C7CCC8=C6C=CC=C8,1762,"J. Catal. 2021, 393, 51-59",ethylene6FA,Pd,ethylene,6FA,dcm,40,4.053,20,,,,,,20,82.9,,31.7,10,2.92,,,,,,,,,
369,n-n-66,C/C(C1=CC=CC=N1)=N\C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C5C6=CC=CC=C6CCC7=C5C=CC=C7)C=C2C8C9=CC=CC=C9CCC%10=C8C=CC=C%10,1763,"J. Catal. 2021, 393, 51-59",ethyleneacrylic acid,Pd,ethylene,acrylic acid,dcm,40,4.053,20,,,,,,20,2.8,,25,10,6.25,,,,,,,,,
369,n-n-66,C/C(C1=CC=CC=N1)=N\C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C5C6=CC=CC=C6CCC7=C5C=CC=C7)C=C2C8C9=CC=CC=C9CCC%10=C8C=CC=C%10,1764,"J. Catal. 2021, 393, 51-59",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,dcm,40,4.053,20,,,,,,20,1.3,,15.9,10,9.13,,,,,,,,,
369,n-n-66,C/C(C1=CC=CC=N1)=N\C2=C(C(C3=CC=C(C)C=C3)=CC=C4)C4=C(C5C6=CC=CC=C6CCC7=C5C=CC=C7)C=C2C8C9=CC=CC=C9CCC%10=C8C=CC=C%10,1765,"J. Catal. 2021, 393, 51-59",ethylene6FA,Pd,ethylene,6FA,dcm,40,4.053,20,,,,,,20,35.8,,26.4,10,3.82,,,,,,,,,
309,n-n-27,CC(C1=CC=CC(C(C)C)=C1/N=C(C2=CC=CC3=CC=CC4=C23)/C4=N/C5=C(C(C)C)C=CC=C5C(C)C)C,1766,"J. Catal. 2021, 393, 51-59",ethyleneacrylic acid,Pd,ethylene,acrylic acid,dcm,40,4.053,20,,,,,,20,3.2,,12.7,10,0.24,,,,,,,,,
309,n-n-27,CC(C1=CC=CC(C(C)C)=C1/N=C(C2=CC=CC3=CC=CC4=C23)/C4=N/C5=C(C(C)C)C=CC=C5C(C)C)C,1767,"J. Catal. 2021, 393, 51-59",ethylenebutyl acrylate,Pd,ethylene,butyl acrylate,dcm,40,4.053,20,,,,,,20,2.2,,10.2,10,0.39,,,,,,,,,
309,n-n-27,CC(C1=CC=CC(C(C)C)=C1/N=C(C2=CC=CC3=CC=CC4=C23)/C4=N/C5=C(C(C)C)C=CC=C5C(C)C)C,1768,"J. Catal. 2021, 393, 51-59",ethylene6FA,Pd,ethylene,6FA,dcm,40,4.053,20,,,,,,20,4.6,,13.1,10,0.3,,,,,,,,,
370,n-n-70,CC(/C(C)=N/C1=C(CC2=CC=CC=C2)C=C(O)C=C1CC3=CC=CC=C3)=N\C4=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C=C(O)C=C4C(C7=CC=CC=C7)C8=CC=CC=C8.CC9=CC=CC=C9.CC%10=CC=CC=C%10,1769,"Chinese J. Polym. Sci. 2019, 37, 974–980",ethylenenone,Pd,ethylene,none,toluene,25,9,none,,,,,,52,470,,546000,0.15,none,,,,,,,,,
370,n-n-70,CC(/C(C)=N/C1=C(CC2=CC=CC=C2)C=C(O)C=C1CC3=CC=CC=C3)=N\C4=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C=C(O)C=C4C(C7=CC=CC=C7)C8=CC=CC=C8.CC9=CC=CC=C9.CC%10=CC=CC=C%10,1770,"Chinese J. Polym. Sci. 2019, 37, 974–980",ethylenenone,Pd,ethylene,none,toluene,40,9,none,,,,,,52,1380,,639000,0.15,none,,,,,,,,,
370,n-n-70,CC(/C(C)=N/C1=C(CC2=CC=CC=C2)C=C(O)C=C1CC3=CC=CC=C3)=N\C4=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C=C(O)C=C4C(C7=CC=CC=C7)C8=CC=CC=C8.CC9=CC=CC=C9.CC%10=CC=CC=C%10,1771,"Chinese J. Polym. Sci. 2019, 37, 974–980",ethylenenone,Pd,ethylene,none,toluene,60,9,none,,,,,,52,220,,308000,0.15,none,,,,,,,,,
370,n-n-70,CC(/C(C)=N/C1=C(CC2=CC=CC=C2)C=C(O)C=C1CC3=CC=CC=C3)=N\C4=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C=C(O)C=C4C(C7=CC=CC=C7)C8=CC=CC=C8.CC9=CC=CC=C9.CC%10=CC=CC=C%10,1772,"Chinese J. Polym. Sci. 2019, 37, 974–980",ethylenenone,Pd,ethylene,none,toluene,80,9,none,,,,,,52,120,,122000,0.15,none,,,,,,,,,
131,p-n-4,[H]C(C=CC=C1)=C1P(C2=C([H])C=CC=C2)C3=CC=CC=C3N(C)C,1773,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,60,20,none,,,,,,30,0,,0,0.5,none,,,,,,,,,
132,p-n-5,CN(C)C1=CC=CC=C1P(C2=C(C(C)C)C=CC=C2)C3=C(C(C)C)C=CC=C3,1774,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,60,20,none,,,,,,30,264,,2820,0.5,none,,,,,,,,,
132,p-n-5,CN(C)C1=CC=CC=C1P(C2=C(C(C)C)C=CC=C2)C3=C(C(C)C)C=CC=C3,1775,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,80,20,none,,,,,,30,300,,2580,0.5,none,,,,,,,,,
132,p-n-5,CN(C)C1=CC=CC=C1P(C2=C(C(C)C)C=CC=C2)C3=C(C(C)C)C=CC=C3,1776,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,100,20,none,,,,,,30,492,,2350,0.5,none,,,,,,,,,
133,p-n-5,CN(C)C1=CC=CC=C1P(C2=C(C(C)C)C=CC=C2)C3=C(C(C)C)C=CC=C3,1777,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,60,20,none,,,,,,30,276.000,,3540,0.5,none,,,,,,,,,
133,p-n-6,CN(C)C1=CC=CC=C1P(C2=C(C3=CC=CC=C3)C=CC=C2)C4=C(C5=CC=CC=C5)C=CC=C4,1778,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,80,20,none,,,,,,30,244.000,,2800,0.5,none,,,,,,,,,
133,p-n-6,CN(C)C1=CC=CC=C1P(C2=C(C3=CC=CC=C3)C=CC=C2)C4=C(C5=CC=CC=C5)C=CC=C4,1779,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,100,20,none,,,,,,30,112.000,,2750,0.5,none,,,,,,,,,
134,p-n-7,CN(C)C1=CC=CC=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,1780,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,60,20,none,,,,,,30,0.000,,0,0.5,none,,,,,,,,,
135,p-n-8,CN(C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3,1781,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,60,20,none,,,,,,30,128.000,,4680,0.5,none,,,,,,,,,
135,p-n-8,CN(C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3,1782,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,80,20,none,,,,,,30,444.000,,3500,0.5,none,,,,,,,,,
135,p-n-8,CN(C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3,1783,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,100,20,none,,,,,,30,432.000,,2780,0.5,none,,,,,,,,,
135,p-n-8,CN(C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3,1784,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,60,20,none,,,,,,30,134.000,,4460,1,none,,,,,,,,,
135,p-n-8,CN(C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3,1785,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,60,20,none,,,,,,30,86.000,,4750,4,none,,,,,,,,,
135,p-n-8,CN(C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3,1786,"Organometallics 2022, 41, 23, 3538–3545",ethylenenone,Pd,ethylene,none,toluene,80,20,none,,,,,,30,476,,5200,0.5,none,,,,,,,,,
132,p-n-5,CN(C)C1=CC=CC=C1P(C2=C(C(C)C)C=CC=C2)C3=C(C(C)C)C=CC=C3,1787,"Organometallics 2022, 41, 23, 3538–3545",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,60,20,20,,,,,,30,5,,2720,1,0.1,,,,,,,,,
131,p-n-4,[H]C(C=CC=C1)=C1P(C2=C([H])C=CC=C2)C3=CC=CC=C3N(C)C,1788,"Organometallics 2022, 41, 23, 3538–3545",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,60,20,20,,,,,,30,10,,0,1,0.01,,,,,,,,,
135,p-n-8,CN(C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3,1789,"Organometallics 2022, 41, 23, 3538–3545",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,60,20,10,,,,,,30,12,,7670,1,0,,,,,,,,,
135,p-n-8,CN(C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3,1790,"Organometallics 2022, 41, 23, 3538–3545",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,60,20,20,,,,,,30,4.6,,7500,1,0,,,,,,,,,
132,p-n-5,CN(C)C1=CC=CC=C1P(C2=C(C(C)C)C=CC=C2)C3=C(C(C)C)C=CC=C3,1791,"Organometallics 2022, 41, 23, 3538–3545",ethylene5-hexene-1-yl-acetate,Pd,ethylene,5-hexene-1-yl-acetate,toluene,60,20,20,,,,,,30,4.2,,0,1,1.19,,,,,,,,,
131,p-n-4,[H]C(C=CC=C1)=C1P(C2=C([H])C=CC=C2)C3=CC=CC=C3N(C)C,1792,"Organometallics 2022, 41, 23, 3538–3545",ethylene5-hexene-1-yl-acetate,Pd,ethylene,5-hexene-1-yl-acetate,toluene,60,20,20,,,,,,30,6,,6450,1,0.48,,,,,,,,,
135,p-n-8,CN(C)C1=CC=CC=C1P(C2=CC=CC=C2)C3=C(C4=C(OC)C=CC=C4OC)C=CC=C3,1793,"Organometallics 2022, 41, 23, 3538–3545",ethylene5-hexene-1-yl-acetate,Pd,ethylene,5-hexene-1-yl-acetate,toluene,60,20,20,,,,,,30,11.4,,5480,1,1.85,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1794,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,12000,,none,0.016666667,none,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1795,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,43800,,none,0.016666667,none,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1796,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,49600,,none,0.016666667,none,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1797,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,60000,,none,0.016666667,none,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1798,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,50200,,none,0.016666667,none,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1799,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,49900,,none,0.016666667,none,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1800,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,34300,,none,0.016666667,none,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1801,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,0,,none,0.016666667,none,,,,,,,,,
376,c-o-12,CC1=CC(C)=CC(C)=C1N2CN3C(C=CC=C3S(O)(=O)=O)=C2,1802,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,55600,,none,0.016666667,none,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1803,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,54800,,none,0.016666667,none,,,,,,,,,
376,c-o-12,CC1=CC(C)=CC(C)=C1N2CN3C(C=CC=C3S(O)(=O)=O)=C2,1804,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,4800,,none,0.016666667,none,,,,,,,,,
376,c-o-12,CC1=CC(C)=CC(C)=C1N2CN3C(C=CC=C3S(O)(=O)=O)=C2,1805,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,4000,,none,0.016666667,none,,,,,,,,,
377,c-o-13,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,1806,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,42800,,none,0.016666667,none,,,,,,,,,
376,c-o-12,CC1=CC(C)=CC(C)=C1N2CN3C(C=CC=C3S(O)(=O)=O)=C2,1807,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,0,,none,0.016666667,none,,,,,,,,,
376,c-o-12,CC1=CC(C)=CC(C)=C1N2CN3C(C=CC=C3S(O)(=O)=O)=C2,1808,"Organometallics 2019, 38, 19, 3786–3795",norbonenenone,Pd,norbonene,none,"1,2-dichlorobenzene",,10.6,none,,,,,,10,1900,,none,0.016666667,none,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1809,"Polym. Chem., 2018, 9, 5476",ethylenenone,Pd,ethylene,none,toluene,40,10,none,,,,,,30,0,,0,1,none,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1810,"Polym. Chem., 2018, 9, 5476",ethylenenone,Pd,ethylene,none,toluene,40,10,none,,,,,,30,93,,5960,1,none,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1811,"Polym. Chem., 2018, 9, 5476",ethylenenone,Pd,ethylene,none,toluene,40,10,none,,,,,,30,83,,6170,1,none,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1812,"Polym. Chem., 2018, 9, 5476",ethylenenone,Pd,ethylene,none,toluene,40,10,none,,,,,,30,97,,5370,1,none,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1813,"Polym. Chem., 2018, 9, 5476",ethylenenone,Pd,ethylene,none,toluene,60,10,none,,,,,,30,132,,4360,1,none,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1814,"Polym. Chem., 2018, 9, 5476",ethylenenone,Pd,ethylene,none,toluene,80,10,none,,,,,,30,13,,0,1,none,,,,,,,,,
198,n-o-39,O=C(C1=CC=CC=C12)C([N]C3=C(C(C)C)C=CC=C3C(C)C)=CC2=O,1815,"Polym. Chem., 2018, 9, 5476",ethylenenone,Pd,ethylene,none,toluene,40,10,none,,,,,,30,24,,1990,1,none,,,,,,,,,
197,n-o-38,O=C(C1=CC=CC=C12)C([N]C3=C(OC)C=CC=C3OC)=CC2=O,1816,"Polym. Chem., 2018, 9, 5476",ethylenenone,Pd,ethylene,none,toluene,40,10,none,,,,,,30,0,,0,1,none,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1817,"Polym. Chem., 2018, 9, 5476",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,10.1325,30,,,,,,30,12,,6820,1,0.12,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1818,"Polym. Chem., 2018, 9, 5476",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,10.1325,50,,,,,,30,10,,4890,1,0.27,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1819,"Polym. Chem., 2018, 9, 5476",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,20.265,20,,,,,,30,55,,9380,1,0.07,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1820,"Polym. Chem., 2018, 9, 5476",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,20.265,50,,,,,,30,33,,8250,1,0.24,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1821,"Polym. Chem., 2018, 9, 5476",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,30.3975,50,,,,,,30,44,,6990,1,0.1,,,,,,,,,
198,n-o-39,O=C(C1=CC=CC=C12)C([N]C3=C(C(C)C)C=CC=C3C(C)C)=CC2=O,1822,"Polym. Chem., 2018, 9, 5476",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,30.3975,30,,,,,,30,3,,1260,1,3.54,,,,,,,,,
196,n-o-37,O=C(C1=CC=CC=C12)C([N]C3=C(C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C)C=C3C(C6=CC=CC=C6)C7=CC=CC=C7)=CC2=O,1823,"Polym. Chem., 2018, 9, 5476",ethylene5-norbornene-2-yl acetate,Pd,ethylene,5-norbornene-2-yl acetate,toluene,40,10.1325,10,,,,,,30,356,,17600,0.5,36,,,,,,,,,
